model_name,sample_size,epoch,train_loss,val_loss
opt-125m,4,16,0.0008,1.005364179611206
opt-125m,4,17,0.0004,1.015655279159546
opt-125m,4,18,0.0006,1.0253907442092896
opt-125m,4,19,0.0003,1.033980131149292
opt-125m,4,20,0.0003,1.0414025783538818
opt-125m,4,21,0.0003,1.0478661060333252
opt-125m,4,22,0.0002,1.0542118549346924
opt-125m,4,23,0.0002,1.060193657875061
opt-125m,4,24,0.0002,1.0655698776245117
opt-125m,4,25,0.0002,1.0702106952667236
opt-125m,4,26,0.0001,1.0741462707519531
opt-125m,4,27,0.0001,1.0776195526123047
opt-125m,4,28,0.0001,1.0804712772369385
opt-125m,4,29,0.0001,1.0830169916152954
opt-125m,4,30,0.0001,1.0852625370025635
opt-125m,4,31,0.0001,1.0872442722320557
opt-125m,4,32,0.0001,1.0889437198638916
opt-125m,4,33,0.0001,1.0903666019439697
opt-125m,4,34,0.0001,1.09157395362854
opt-125m,4,35,0.0001,1.0925205945968628
opt-125m,4,36,0.0001,1.093254804611206
opt-125m,4,37,0.0001,1.0937983989715576
opt-125m,4,38,0.0001,1.0941896438598633
opt-125m,4,39,0.0001,1.0944350957870483
opt-125m,4,40,0.0001,1.0945532321929932
opt-125m,4,1,0.5515,0.6946821212768555
opt-125m,4,2,0.6028,0.6860642433166504
opt-125m,4,3,0.585,0.6732703447341919
opt-125m,4,4,0.3574,0.6672316789627075
opt-125m,4,5,0.3013,0.6791099309921265
opt-125m,4,6,0.2047,0.7009226083755493
opt-125m,4,7,0.0908,0.731387734413147
opt-125m,4,8,0.0583,0.7701035737991333
opt-125m,4,9,0.0426,0.8153371810913086
opt-125m,4,10,0.0228,0.8666073083877563
opt-125m,4,11,0.015,0.9233033061027527
opt-125m,4,12,0.0083,0.9819031953811646
opt-125m,4,13,0.0045,1.0424015522003174
opt-125m,4,14,0.0041,1.1010276079177856
opt-125m,4,15,0.0022,1.1578370332717896
opt-125m,4,16,0.0015,1.212851643562317
opt-125m,4,17,0.0011,1.2648780345916748
opt-125m,4,18,0.0009,1.3131325244903564
opt-125m,4,19,0.0007,1.3568480014801025
opt-125m,4,20,0.0006,1.3963119983673096
opt-125m,4,21,0.0004,1.4321215152740479
opt-125m,4,22,0.0003,1.4638221263885498
opt-125m,4,23,0.0004,1.4919373989105225
opt-125m,4,24,0.0003,1.516869306564331
opt-125m,4,25,0.0003,1.5387667417526245
opt-125m,4,26,0.0002,1.5579578876495361
opt-125m,4,27,0.0002,1.574651837348938
opt-125m,4,28,0.0002,1.5891848802566528
